content,score,Label,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label NB
"Dari taun jebot ampe sekarang belum pernah dapet kerja lewat jobstpreeeet, kebanyakan loker fiktif yg ujung2nya penipuan.",5,positif,dari taun jebot ampe sekarang belum pernah dapet kerja lewat jobstpreeeet kebanyakan loker fiktif yg ujung2nya penipuan,taun jebot ampe dapet kerja jobstpreeeet kebanyakan loker fiktif yg ujung2nya penipuan,"['taun', 'jebot', 'ampe', 'dapet', 'kerja', 'jobstpreeeet', 'kebanyakan', 'loker', 'fiktif', 'yg', 'ujung2nya', 'penipuan']",taun jebot ampe dapet kerja jobstpreeeet banyak loker fiktif yg ujung2nya tipu,negatif
"Kenapa sampai saat ini masih tidak bisa untuk login, sudah di kirim email tapi tetap tidak ada respon nya",1,negatif,kenapa sampai saat ini masih tidak bisa untuk login sudah di kirim email tapi tetap tidak ada respon nya,login kirim email respon nya,"['login', 'kirim', 'email', 'respon', 'nya']",login kirim email respon nya,negatif
Dulu bagus kenapa sekarang login seek gak bisa??? Siap menemukan pekerjaanmu selanjutnya??? Tekan berikutnya tapi gak mau masuk ????,1,negatif,dulu bagus kenapa sekarang login seek gak bisa siap menemukan pekerjaanmu selanjutnya tekan berikutnya tapi gak mau masuk ,bagus login seek gak menemukan pekerjaanmu tekan gak masuk,"['bagus', 'login', 'seek', 'gak', 'menemukan', 'pekerjaanmu', 'tekan', 'gak', 'masuk']",bagus login seek gak temu kerja tekan gak masuk,negatif
Kok ga bisa masuk ke akunku ya? Udh dicoba berkali2 dan password jg udh bener,1,negatif,kok ga bisa masuk ke akunku ya udh dicoba berkali2 dan password jg udh bener,ga masuk akunku ya udh dicoba berkali2 password jg udh bener,"['ga', 'masuk', 'akunku', 'ya', 'udh', 'dicoba', 'berkali2', 'password', 'jg', 'udh', 'bener']",ga masuk akun ya udh coba berkali2 password jg udh bener,negatif
"Tiba2 pas saya masuk buat apply langsung di suruh log in ulang dan pas saya sudah log in malah data saya hilang padahal Email sudah benar dan malah di suruh buat Email dan akun baru, tolong lah perbaiki saya kan juga pusing kalau dari awal.. lamaran saya sebelumnya juga bagaimana, niat nya mau apply malah di bikin ribet.",1,negatif,tiba2 pas saya masuk buat apply langsung di suruh log in ulang dan pas saya sudah log in malah data saya hilang padahal email sudah benar dan malah di suruh buat email dan akun baru tolong lah perbaiki saya kan juga pusing kalau dari awal lamaran saya sebelumnya juga bagaimana niat nya mau apply malah di bikin ribet,tiba2 pas masuk apply langsung suruh log in ulang pas log in data hilang email suruh email akun tolong perbaiki pusing lamaran niat nya apply bikin ribet,"['tiba2', 'pas', 'masuk', 'apply', 'langsung', 'suruh', 'log', 'in', 'ulang', 'pas', 'log', 'in', 'data', 'hilang', 'email', 'suruh', 'email', 'akun', 'tolong', 'perbaiki', 'pusing', 'lamaran', 'niat', 'nya', 'apply', 'bikin', 'ribet']",tiba2 pas masuk apply langsung suruh log in ulang pas log in data hilang email suruh email akun tolong baik pusing lamar niat nya apply bikin ribet,negatif
"Lowongannya palsu,kalau emang ada lowongaannya harusnya PT itu ada nomer tlp nya,gak jelass ni aplikasinya",1,negatif,lowongannya palsukalau emang ada lowongaannya harusnya pt itu ada nomer tlp nyagak jelass ni aplikasinya,lowongannya palsukalau emang lowongaannya pt nomer tlp nyagak jelass ni aplikasinya,"['lowongannya', 'palsukalau', 'emang', 'lowongaannya', 'pt', 'nomer', 'tlp', 'nyagak', 'jelass', 'ni', 'aplikasinya']",lowong palsukalau emang lowongaannya pt nomer tlp nyagak jelass ni aplikasi,negatif
Ok,5,positif,ok,ok,['ok'],ok,positif
Tolong perbaiki masalah tidak bisa login ulang. Padahal sudah punya akun. Tapi saat login ga bisa di lanjutkan.,4,positif,tolong perbaiki masalah tidak bisa login ulang padahal sudah punya akun tapi saat login ga bisa di lanjutkan,tolong perbaiki login ulang akun login ga lanjutkan,"['tolong', 'perbaiki', 'login', 'ulang', 'akun', 'login', 'ga', 'lanjutkan']",tolong baik login ulang akun login ga lanjut,negatif
Sudah kirim lamaran sebanyak apapun tetap aja tidak ada tanda-tanda panggilan,5,positif,sudah kirim lamaran sebanyak apapun tetap aja tidak ada tandatanda panggilan,kirim lamaran apapun aja tandatanda panggilan,"['kirim', 'lamaran', 'apapun', 'aja', 'tandatanda', 'panggilan']",kirim lamar apa aja tandatanda panggil,negatif
"Susah login, tampilan berubah seperti web, apakah keamanan data terjamin?",1,negatif,susah login tampilan berubah seperti web apakah keamanan data terjamin,susah login tampilan berubah web keamanan data terjamin,"['susah', 'login', 'tampilan', 'berubah', 'web', 'keamanan', 'data', 'terjamin']",susah login tampil ubah web aman data jamin,negatif
Aplikasi sering ngebug saat dipakai login,1,negatif,aplikasi sering ngebug saat dipakai login,aplikasi ngebug dipakai login,"['aplikasi', 'ngebug', 'dipakai', 'login']",aplikasi ngebug pakai login,negatif
"Sebelumnya applikasi ini oke, tapi kok ini jadi lemot banget, mau unggah cv aja ngga bisa2 buttonnya",2,negatif,sebelumnya applikasi ini oke tapi kok ini jadi lemot banget mau unggah cv aja ngga bisa2 buttonnya,applikasi oke lemot banget unggah cv aja ngga bisa2 buttonnya,"['applikasi', 'oke', 'lemot', 'banget', 'unggah', 'cv', 'aja', 'ngga', 'bisa2', 'buttonnya']",applikasi oke lot banget unggah cv aja ngga bisa2 buttonnya,negatif
"gajelas gabisa login, daftar baru jg gbsa",1,negatif,gajelas gabisa login daftar baru jg gbsa,gajelas gabisa login daftar jg gbsa,"['gajelas', 'gabisa', 'login', 'daftar', 'jg', 'gbsa']",gajelas gabisa login daftar jg gbsa,negatif
Good,5,positif,good,good,['good'],good,positif
Cepat dan update,4,positif,cepat dan update,cepat update,"['cepat', 'update']",cepat update,positif
Kenapa tidak bisa login? Apakah ada dicheck oleh pihak IT? Udah banyak yang komplain terus tidak ada perbaikan apa-apa,1,negatif,kenapa tidak bisa login apakah ada dicheck oleh pihak it udah banyak yang komplain terus tidak ada perbaikan apaapa,login dicheck it udah komplain perbaikan apaapa,"['login', 'dicheck', 'it', 'udah', 'komplain', 'perbaikan', 'apaapa']",login dicheck it udah komplain baik apaapa,negatif
"Bagaimana ya filternya, hari ini tgl 29nov filter utk Bogor satupun tidak ada daerah Bogor, model machine learningnya keliru atau bgmn ya",1,negatif,bagaimana ya filternya hari ini tgl 29nov filter utk bogor satupun tidak ada daerah bogor model machine learningnya keliru atau bgmn ya,ya filternya tgl 29nov filter utk bogor satupun daerah bogor model machine learningnya keliru bgmn ya,"['ya', 'filternya', 'tgl', '29nov', 'filter', 'utk', 'bogor', 'satupun', 'daerah', 'bogor', 'model', 'machine', 'learningnya', 'keliru', 'bgmn', 'ya']",ya filter tgl 29nov filter utk bogor satu daerah bogor model machine learningnya keliru bgmn ya,negatif
"Aplikasi saya keluar sendiri ,ketika log in lagi , hnya keluar selanjutnya,tapi pas di klik ngk bisa2",1,negatif,aplikasi saya keluar sendiri ketika log in lagi  hnya keluar selanjutnyatapi pas di klik ngk bisa2,aplikasi log in hnya selanjutnyatapi pas klik ngk bisa2,"['aplikasi', 'log', 'in', 'hnya', 'selanjutnyatapi', 'pas', 'klik', 'ngk', 'bisa2']",aplikasi log in hnya selanjutnyatapi pas klik ngk bisa2,negatif
Tidak bisa login di sy,1,negatif,tidak bisa login di sy,login sy,"['login', 'sy']",login sy,negatif
Apk ini Gak rekomended. Mending Glints atau LinkedIn,1,negatif,apk ini gak rekomended mending glints atau linkedin,apk gak rekomended mending glints linkedin,"['apk', 'gak', 'rekomended', 'mending', 'glints', 'linkedin']",apk gak rekomended mending glints linkedin,negatif
"Kenapa sekarang aplikasinya jelek ya,diupdate bukanya tambah bagus,tp nambah susahin pengguna,udah komplain csnya dan udah saya lakuin,tapi masih utuh belum bisa digunakan,diklik berikutnya juga belom bisa,dan update apk masih utuh belum bisa,udah komplain juga",1,negatif,kenapa sekarang aplikasinya jelek yadiupdate bukanya tambah bagustp nambah susahin penggunaudah komplain csnya dan udah saya lakuintapi masih utuh belum bisa digunakandiklik berikutnya juga belom bisadan update apk masih utuh belum bisaudah komplain juga,aplikasinya jelek yadiupdate bukanya bagustp nambah susahin penggunaudah komplain csnya udah lakuintapi utuh digunakandiklik belom bisadan update apk utuh bisaudah komplain,"['aplikasinya', 'jelek', 'yadiupdate', 'bukanya', 'bagustp', 'nambah', 'susahin', 'penggunaudah', 'komplain', 'csnya', 'udah', 'lakuintapi', 'utuh', 'digunakandiklik', 'belom', 'bisadan', 'update', 'apk', 'utuh', 'bisaudah', 'komplain']",aplikasi jelek yadiupdate buka bagustp nambah susahin penggunaudah komplain csnya udah lakuintapi utuh digunakandiklik bom bisadan update apk utuh bisaudah komplain,negatif
Ini knapa sy login kaga bisa2.. Di klik gbs2,1,negatif,ini knapa sy login kaga bisa2 di klik gbs2,knapa sy login kaga bisa2 klik gbs2,"['knapa', 'sy', 'login', 'kaga', 'bisa2', 'klik', 'gbs2']",knapa sy login kaga bisa2 klik gbs2,negatif
AKSES DIBLOKIR : Permintaan Seek tdk mematuhi kebijalan Google. Masih sama hampir sebulan gk bisa masuk gmn nih.. Masuk pake' akun goole gk bisa pake' fb gk bisa. Makin rusak aja nih aplikasi.,2,negatif,akses diblokir  permintaan seek tdk mematuhi kebijalan google masih sama hampir sebulan gk bisa masuk gmn nih masuk pake akun goole gk bisa pake fb gk bisa makin rusak aja nih aplikasi,akses diblokir permintaan seek tdk mematuhi kebijalan google sebulan gk masuk gmn nih masuk pake akun goole gk pake fb gk rusak aja nih aplikasi,"['akses', 'diblokir', 'permintaan', 'seek', 'tdk', 'mematuhi', 'kebijalan', 'google', 'sebulan', 'gk', 'masuk', 'gmn', 'nih', 'masuk', 'pake', 'akun', 'goole', 'gk', 'pake', 'fb', 'gk', 'rusak', 'aja', 'nih', 'aplikasi']",akses blokir minta seek tdk patuh kebijalan google bulan gk masuk gmn nih masuk pake akun goole gk pake fb gk rusak aja nih aplikasi,negatif
Aplikasi gak berguna notif doang setiap hari di lamar gak ada respon,1,negatif,aplikasi gak berguna notif doang setiap hari di lamar gak ada respon,aplikasi gak berguna notif doang lamar gak respon,"['aplikasi', 'gak', 'berguna', 'notif', 'doang', 'lamar', 'gak', 'respon']",aplikasi gak guna notif doang lamar gak respon,negatif
"Gatau saya kayaknya gapernah download aplikasi ini, kemarin tiba tiba ada yang nawarin job freelance, mengubungi lewat wa,katanya dpt nomer saya dari database dsini. Mana yang WhatsApp saya kaya penipuan tidak masuk akal.",1,negatif,gatau saya kayaknya gapernah download aplikasi ini kemarin tiba tiba ada yang nawarin job freelance mengubungi lewat wakatanya dpt nomer saya dari database dsini mana yang whatsapp saya kaya penipuan tidak masuk akal,gatau kayaknya gapernah download aplikasi kemarin nawarin job freelance mengubungi wakatanya dpt nomer database dsini whatsapp kaya penipuan masuk akal,"['gatau', 'kayaknya', 'gapernah', 'download', 'aplikasi', 'kemarin', 'nawarin', 'job', 'freelance', 'mengubungi', 'wakatanya', 'dpt', 'nomer', 'database', 'dsini', 'whatsapp', 'kaya', 'penipuan', 'masuk', 'akal']",gatau kayak gapernah download aplikasi kemarin nawarin job freelance ubung wakatanya dpt nomer database dsini whatsapp kaya tipu masuk akal,negatif
"Kenapa saya tidak bisa login di aplikasi, selalu diarahkan ke websitenya",1,negatif,kenapa saya tidak bisa login di aplikasi selalu diarahkan ke websitenya,login aplikasi diarahkan websitenya,"['login', 'aplikasi', 'diarahkan', 'websitenya']",login aplikasi arah websitenya,negatif
"aplikasi ga guna banyak loker bodongnya, ga masuk aka masal mau kerja disuruh bayar.",1,negatif,aplikasi ga guna banyak loker bodongnya ga masuk aka masal mau kerja disuruh bayar,aplikasi ga loker bodongnya ga masuk aka masal kerja disuruh bayar,"['aplikasi', 'ga', 'loker', 'bodongnya', 'ga', 'masuk', 'aka', 'masal', 'kerja', 'disuruh', 'bayar']",aplikasi ga loker bodong ga masuk aka masal kerja suruh bayar,negatif
Gak bisa login. Padahal email sama pasword dah benar.,1,negatif,gak bisa login padahal email sama pasword dah benar,gak login email pasword dah,"['gak', 'login', 'email', 'pasword', 'dah']",gak login email pasword dah,negatif
Kenapa saya tidak bisa login padahal akun saya sudah ada dan sandinya benar semua tapi saya tidak bisa login..,2,negatif,kenapa saya tidak bisa login padahal akun saya sudah ada dan sandinya benar semua tapi saya tidak bisa login,login akun sandinya login,"['login', 'akun', 'sandinya', 'login']",login akun sandi login,negatif
puas,4,positif,puas,puas,['puas'],puas,positif
"Login issue, bad app",1,negatif,login issue bad app,login issue bad app,"['login', 'issue', 'bad', 'app']",login issue bad app,negatif
tdk bisa log in pakai google walaupun log in manual jg ga bisaaa,1,negatif,tdk bisa log in pakai google walaupun log in manual jg ga bisaaa,tdk log in pakai google log in manual jg ga bisaaa,"['tdk', 'log', 'in', 'pakai', 'google', 'log', 'in', 'manual', 'jg', 'ga', 'bisaaa']",tdk log in pakai google log in manual jg ga bisaaa,negatif
bagus semua,5,positif,bagus semua,bagus,['bagus'],bagus,positif
"Aplikasi tidak berguna, tidak bisa login",1,negatif,aplikasi tidak berguna tidak bisa login,aplikasi berguna login,"['aplikasi', 'berguna', 'login']",aplikasi guna login,negatif
Gak bisa login sdh pakai 3 akun. WHY?,1,negatif,gak bisa login sdh pakai 3 akun why,gak login sdh pakai 3 akun why,"['gak', 'login', 'sdh', 'pakai', '3', 'akun', 'why']",gak login sdh pakai 3 akun why,negatif
ga bisa login... aneh,1,negatif,ga bisa login aneh,ga login aneh,"['ga', 'login', 'aneh']",ga login aneh,negatif
dari pertama kali instal tahun 2022 sampai sekarang boleh dibilang hampir setiap hari daftar loker yang ada disini tapi sama sekali belum pernah ada panggilan sama sekali ! gimana ini jobstreet,1,negatif,dari pertama kali instal tahun 2022 sampai sekarang boleh dibilang hampir setiap hari daftar loker yang ada disini tapi sama sekali belum pernah ada panggilan sama sekali  gimana ini jobstreet,kali instal 2022 dibilang daftar loker panggilan gimana jobstreet,"['kali', 'instal', '2022', 'dibilang', 'daftar', 'loker', 'panggilan', 'gimana', 'jobstreet']",kali instal 2022 bilang daftar loker panggil gimana jobstreet,negatif
"After update, problem sign in,..OMG",1,negatif,after update problem sign inomg,after update problem sign inomg,"['after', 'update', 'problem', 'sign', 'inomg']",after update problem sign inomg,negatif
log out sndiri log in susah masuk kirim email gak meyelesaikan masalah,1,negatif,log out sndiri log in susah masuk kirim email gak meyelesaikan masalah,log out sndiri log in susah masuk kirim email gak meyelesaikan,"['log', 'out', 'sndiri', 'log', 'in', 'susah', 'masuk', 'kirim', 'email', 'gak', 'meyelesaikan']",log out sndiri log in susah masuk kirim email gak meyelesaikan,negatif
"Udah cari kerja gak dapet mulu, ini sekarang akun Jobstreet ke log out sendiri, log in balik malah error. Udah tau saya lagi susah banget dapet kerja, jangan lah makin mempersulit. Ampun dah",1,negatif,udah cari kerja gak dapet mulu ini sekarang akun jobstreet ke log out sendiri log in balik malah error udah tau saya lagi susah banget dapet kerja jangan lah makin mempersulit ampun dah,udah cari kerja gak dapet mulu akun jobstreet log out log in error udah tau susah banget dapet kerja mempersulit ampun dah,"['udah', 'cari', 'kerja', 'gak', 'dapet', 'mulu', 'akun', 'jobstreet', 'log', 'out', 'log', 'in', 'error', 'udah', 'tau', 'susah', 'banget', 'dapet', 'kerja', 'mempersulit', 'ampun', 'dah']",udah cari kerja gak dapet mulu akun jobstreet log out log in error udah tau susah banget dapet kerja sulit ampun dah,negatif
Ini gmna aplikasi ha jelas udh di dowlod ngk bs di buka,1,negatif,ini gmna aplikasi ha jelas udh di dowlod ngk bs di buka,gmna aplikasi ha udh dowlod ngk bs buka,"['gmna', 'aplikasi', 'ha', 'udh', 'dowlod', 'ngk', 'bs', 'buka']",gmna aplikasi ha udh dowlod ngk bs buka,negatif
"Good jobs, Sanga membantu dalam mencari pekerjaan.... sangat recommended 😊",5,positif,good jobs sanga membantu dalam mencari pekerjaan sangat recommended ,good jobs sanga membantu mencari pekerjaan recommended,"['good', 'jobs', 'sanga', 'membantu', 'mencari', 'pekerjaan', 'recommended']",good jobs sanga bantu cari kerja recommended,positif
Tidak bisa masuk akun,2,negatif,tidak bisa masuk akun,masuk akun,"['masuk', 'akun']",masuk akun,negatif
"Saya daftar akun kenapa ga bisa , 3 jam saya mencoba ga bisa ,",1,negatif,saya daftar akun kenapa ga bisa  3 jam saya mencoba ga bisa ,daftar akun ga 3 jam mencoba ga,"['daftar', 'akun', 'ga', '3', 'jam', 'mencoba', 'ga']",daftar akun ga 3 jam coba ga,negatif
"Jobstreet nya sampai sekarang apa masih problem ya, soal nya aku mau login sampai sekarang masih susah, ini gimana ya, mana saya lagi cari kerjaan lagi.",4,positif,jobstreet nya sampai sekarang apa masih problem ya soal nya aku mau login sampai sekarang masih susah ini gimana ya mana saya lagi cari kerjaan lagi,jobstreet nya problem ya nya login susah gimana ya cari kerjaan,"['jobstreet', 'nya', 'problem', 'ya', 'nya', 'login', 'susah', 'gimana', 'ya', 'cari', 'kerjaan']",jobstreet nya problem ya nya login susah gimana ya cari kerja,negatif
Electrician,5,positif,electrician,electrician,['electrician'],electrician,positif
Nice,5,positif,nice,nice,['nice'],nice,positif
"Kenapa mau login tidak bisa, sudah diklik tombol berikutnya, ga ada respon sama sekali dari aplikasinya, terus kalau login pakai akun google malah loading terus ga masuk2",1,negatif,kenapa mau login tidak bisa sudah diklik tombol berikutnya ga ada respon sama sekali dari aplikasinya terus kalau login pakai akun google malah loading terus ga masuk2,login diklik tombol ga respon aplikasinya login pakai akun google loading ga masuk2,"['login', 'diklik', 'tombol', 'ga', 'respon', 'aplikasinya', 'login', 'pakai', 'akun', 'google', 'loading', 'ga', 'masuk2']",login klik tombol ga respon aplikasi login pakai akun google loading ga masuk2,negatif
