content,score,Label
"Gila, aplikasi gak jelas, susah dapet hasil positif tiap apply lamaran, sekalinya dapet lokasinya kok di ruko bukan perusahaan terkait",1,negatif
Alhamdulillah aplikasinya sangat mendukung sekali,5,positif
"Sdh berlangganan puluhan tahun, tp tak pernh sekalipun ada perusahaan yg menerima sy sbgai karywan. Menyesal sekali dg jobstreet ini tdk ada gunanya",1,negatif
👍👍👍,5,positif
Nyobain dulu ya.. 🙏😃,4,positif
Terdekat,5,positif
"Cantik she aplikasi nya, sayang loker gak ada respon lambat 🐢, baru di proses 67 Hari 🛌🏿🛌🏿",4,positif
"Terimakasih jobstreet, saya dapat kerja karena jobstreet 🙏🙏🙏",5,positif
Apaan loker isinya penipuan semua loker penipuan di lolosin semua kocak,2,negatif
Susah nyari kerja di jobstreet,1,negatif
nice,5,positif
"Halo jobstreet, saya sudah lama tidak menggunakan akun disini tetapi kenapa banyak yg menghubungi saya, menawarkan pekerjaan instant dan blg bahwasanya mendapat nomor saya dari database jobstreet. Apakah data saya disebarkan ya?",1,negatif
Pernah bekerja di perusahaan PT.maspion 1 selama 11 tahun,5,positif
"Masa aplikasi sekelas jobstreet masih ada penipu lowongan kerja nya, untung pengalaman nya banyak, jadi gak gampang ketipu loker bodong Kok bisa kelolosan loker bodong ke posting di jobstreet? :D",1,negatif
Nyaman dan tepat the best resposif,5,positif
"ni gimanasii daritdi mau bikin akun (register) aja gabisa2, tlong lh sistemnya diperbaiki",2,negatif
Gak bisa masuk,2,negatif
Maaf saya tidak bisa buka jobstreet setiap saya register atau masuk ga bisa dan tidak kebuka,1,negatif
good,5,positif
Real,5,positif
Minta tolong ku gak enak numpang terus ke orang tua dihina dimaki capek mohon nih aplikasi bantuin gw loker haram juga gua jalanin,1,negatif
Sangat bagus,5,positif
Cara mudah untuk mencari lowongan kerja dan langsung dapat melamar,5,positif
Seumur umur pake aplikasi ini belum pernah dapet kerjaan jangan kerjaan dipanggil aja kagak!!,2,negatif
Suka,5,positif
Bismillah semoga dapet kerja,5,positif
"Sbenernya bagus cuma saran ku lebh di filter buat loker nya, banyak banget perusahaan bodong yang nawarin loker tapi palsu",1,negatif
Bagus memberi info,5,positif
Harusnya loker²penipuwan itu jangan di masukan juga masa iya sekelas jobstreet tida bisa membajak akun²penipu,2,negatif
Semoga cepat dapat kerja,5,positif
Sulit,1,negatif
"Apk taik banyak loker palsu, loker penipuan, loker ga jelas loker formalitas aja disini banyak loker fiktif",1,negatif
Cuma PHP doang,1,negatif
Bagus,5,positif
Sangat membantu loker nasional,5,positif
"Pihak yg ngadain event seminar ga ada kelanjutannya soal reward berupa e-wallet, yg katanya harus tunggu sampai h+14 sampe sekarang h+21.. Hahahaha ga amanah yaa",1,negatif
"Ga dapet"" kerjaan dari sini",1,negatif
Gabisa login loading mulu,1,negatif
versi ini lagi banyak bug. gk bisa akses semua menu kecuali home.,1,negatif
Makin kesini makin buruk soalnya bnyk loker palsu/bodong,2,negatif
"Lowongan expayed, nglamar tak ada pernah ada panggilan apapun",1,negatif
Aplikasi yang sangat bermanfaat.,5,positif
Saya sangat senang menggunakan aplikasi ini karena mudah mendapatkan informasi lowongan kerja terbaru dengan mudah,5,positif
saya hanya lulusan sma sederajat pingin masuk kerja di avian apakah bisa dengan hanya pengalaman marketing dan spv,5,positif
Good luck,5,positif
"Ga jelas ,dari dulu Ampe sekarang ga pernah nyangkut ga pernah ada panggilan kerja ,giliran pake aplikasi sebelah baru beneran ada loker ada panggilan",1,negatif
"Aplikasi samaph banyak penipu mengatasnamakan perusahan, juga banyk perusahaan fiktif. Developer tomlol cari untung doang, benerin soal persyaratan pembuatan akun juga postingan² info loker nya. Kya gini sya juga bisa jdi HRD modal bayar buat iklhan mengatasnamakan perusahan fiktif.",1,negatif
mmqntap,5,positif
"Loker banyak yang hoax panggilan ruko"" terus kalo dapet",1,negatif
sangat informatif..semoga ada lamaran nyantol..,5,positif
Pengalaman kerja di bidang marketing penjualan dan pemasaran juga bagian promosi.,5,positif
"Pada enggak jelas semua,masih banyak calo",1,negatif
"Bukannya dapat pekerjaan malah data saya yg tersebar terutama whatsapp, tiba² ditawarin kerja padahal saya tidak apply di perusahaan tsb. Setelah saya cek ternyata perusahaan palsu/penipu",2,negatif
"Pendidikan saya saat ini S CINGCAU dan menuju S DAWET,berkat aplikasi ini saya dengan mudah mendapatkan pekerjaan yang sesuai dengan keinginan saya. Terimakasih Jobstreet!",1,negatif
bekerja selama 10 tahun dikebun kakao bekerja selama 15 tahun dikebun kelapa sawit sbg asisten tanaman,5,positif
Ok,5,positif
Terlalu banyak penipuan lowongan di apk ini,2,negatif
Aplikasi kontil Ngelamar bolak balik gk ada update progressnya Gk pernah dipanggil sekalipun,1,negatif
wadah yang baik untuk pencari kerja. Semoga kedepan lebih baik lagi aplikasinya dalam penyediaan tenaga kerja,5,positif
Bagus apk e tapi yaa sulit banget sekarang cari kerja Yaa Allah tolonglah hambamu inii,5,positif
Lokasi pekerjaan tdk sesuai,1,negatif
Perna jadi helper welder,5,positif
"Saya mendaftar di perusahaan yg ada di apk ini. Tp setiap ada panggilan tes, selalu perusahaan bodong. Jadi bagaimana ini? Data diri saya sudah saya cantumkan di apk ini malah jadi tersebar ke perusahaan yg tidak jelas!!",1,negatif
Aplikasi yang qualified sangat membantu kami dalam mencari kerja.,5,positif
Banyak loker yang palsu dengan beberapa perusahaan di satu alamat yang sama tolong di filter lagi untuk perusahaan yang mau daftar di jobstreet ini untuk developer tolong di lanjuti lagi kasus ini.,1,negatif
"Tolong diblokir yg Pemberi pekerjaan yg kantornya di ruko jl Saharjo orang mau cari kerja ya cari duit bukan dimintain duit sama perusahaan bodong yg lainnya jg yg mintain biaya admin, ini itu dll dah",1,negatif
"Sangat membantu sekali, pekerjaan pertama saya.. saya dapatkan dari sini. Terimakasih",5,positif
Mantap,5,positif
Sangat membantu,5,positif
Sangat membantu dlm proses mencari pekerjaan,4,positif
Masih banyak perusahaan bodong yg bisa posting loker d aplikasi ini.. Aplikasi ga ada guna,1,negatif
Sangat Flexibel,5,positif
tiati ngelamar di jobstreet banyak penipuan yg cuma ngambil data diri pelamar.,1,negatif
"Bagaimana bisa data yg saya kirim bocor dan sering ada yang mengirim pesan yang menawarkan pekerjaan yang berujung penipuan, dikatakan dapat informasi dari database jobstreet",1,negatif
Bagus,5,positif
Good,5,positif
Semoga dapat pekerjaan di sini,5,positif
"Cukup Kecewa Karena Lowongan yang disediakan hanya untuk Orang yang memiliki Tamatan Sarjana dan Diploma. Saya sebagai Tamatan SMK, merasa sering kali kesulitan mencari Loker disini karena semua S&K berisi Minimal S1, apakah Kami yang Tamatan SMA/SMK tidak Layak Bekerja diPerusahaan. Semoga Aplikasi ini Bisa bersikap Terbuka untuk Semua Kalangan. Karena yang ingin bekerja bukan hanya yang Sarjana.",2,negatif
Sangat membantu,5,positif
Jobstreet sangat membantu dalam pencarian informasi lowongan kerja,5,positif
Sangat membantu,5,positif
Ok,5,positif
Sangat berguna dan meembantu para pencari job mohon untuk di tingkatkan,5,positif
Jobstreet sangat membantu para pencari kerja sesuai dengan jurusan dan wilayah pekerjaan yang diinginkan serta dapat mengasah karir,5,positif
Sangat membantu untuk mencari pekerjaan,5,positif
Nun,4,positif
Aplikasi Jobstreet ini sangat membantu sekali dalam mendapatkan pekerjaan yang sesuai dengan latar belakang pendidikan dan pengalaman kerja yang saya miliki selama ini.,5,positif
"Terimakasih,sangat membantu",5,positif
Good,5,positif
Cari Pekerjaan Murni,5,positif
"Penipuan, daripada ngabisin waktu ngisi ini itu di panggil kagak",1,negatif
Sudah ratusan kali melamar loker disini tidak satupun dapat panggilan kerja padahal sudah memenuhi persyaratan yang diminta oleh Perusahaan yang butuh pekerja !,1,negatif
"seriusan bete banget udah nyoba login beberapa kali tapi tetep aja gabisa, pake email gabisa, pake google gabisa, aneh",1,negatif
tolong fokuskan loker sama nama kotaaaa.,1,negatif
Jelek,1,negatif
Apk sampah asw udh lama g buka apk tiba2 logout sendiri trus login lg g bisa lebih dari 5 kali g bisa2 developer payah,1,negatif
Mantap,5,positif
Saya kecewa karena saya ga pernah dapet pekerjaan dan panggilan dari aplikasi ini,1,negatif
Bahasa inggris semua saya ga ngerti apakah bisa di setel bahasa Indonesia,2,negatif
Asu,1,negatif
"Maaf banyak penipuan, nomor jadi tersebar",1,negatif
Tolong developer pihak perusahaan harus wajib mengisi salary/gaji di perusahaannya biar kami para pencari kerja merasa cocok dengan gaji di perusahaan yang sedang buka lowongan... Itu harus di wajibkan mengisi salary dan benefitnya untuk pihak HRD,1,negatif
"Wkwk aplikasi banyak zoonk nya saya mendapat panggilan interview kerja di berbagai pt dan perusaan berbagai loker melalui WA melalui email sudah 8x lebih tidak saya tanggepi karna saat saya membuka alamat goggle map nya isinya 2 tempat dan tidak berubah padahal beda"" perusahaan tidak recomend bnget ini aplikasi terimakasih",1,negatif
Jngn download!!!! Buang² wktu. Bnyk loker yg udh kadaluarsa juga msih d posting.,1,negatif
the best platform for job search and companies looking for workers,5,positif
"Hapus aja aplikasi nya , Orang pada kasihan, Jauh² Datang interview malah kena Tipu. Baru bisa kerja di bayar dulu nyampek jutaan.",1,negatif
Update mulu tapi masih banyak loker hoax 🙄,1,negatif
"Pendidikan dan pengalaman kerja yang sesuai dengan yang diminta bahkan lebih dari ekspektasi. lamaran segera di apply, baru 1 -2 hari bahkan saat beberapa jam diposting, notif awal lamaran Sdh terkirim dan bahkan dilihat oleh perusahaan, namun selang 1 -2 minggu bahkan lebih, muncul notif lamaran sudah ditutup. Apakah CV harus selalu di-update keahlian yang diminta perusahaan yang memposting loker? dan apakah perusahaan yg tidak mensyaratkan usia, tetap memperhatikan usia juga? Tq",5,positif
"Mencari lokasi yang di tentukan , tapi keluarnya lokasi lain yang amat sangat jauh, dan banyak lowongan penipuan",1,negatif
"Loker di jobstreet hoax rata"". Padahal udh naro lamaran di PT. tiba"" lamaran kadaluarsa atau tidak menerima lamaran lagi.padahal ada tanggal pas buka nya loker di PT tersebut.baru baru lamar.beberapa Minggu kemudian keterangan nya tidak menerima lamaran lagi.",1,negatif
Bagaimana cara menemukan passion dalam karir? Apakah melalui pengalaman atau pendidikan?,5,positif
Bagus untuk mencari lowongan pekerjaan,5,positif
Apa manfaat aplikasi Jobstreet ini ? Apakah bermanfaat untuk mencari Kerja?,5,positif
"Semoga ini aplikasi selalu aktif dan terus maju, saya kerja dari dulu sudah pindah 3 tempat bahkan banyak panggilan kerja dari apk ini..terimakasih jobstreet",5,positif
Bersyukur dan terima kasih banyak untuk jobstreet Karena mempermudah saya dalam mencari kerja,5,positif
Tolong pihak ini loker hoax Mulu kebanyakan,1,negatif
"Nah kalau dilihat sekarang jauh lebih baik. Tapi, boleh gak buat admin jobstreet, kalau ngiklanin lowongan kerja, tolong sertakan nama perusahaan nya dong jangan cuma nama pengiklan anonimous. Kesannya saya jadi curiga, takut dan kurang tau dari perusahaan mana yang ngasih iklan lowongan. Itu aja jobstreet kedepannya harus jelas juga nama perusahaan yang di iklankan biar gak kena penipuan dari oknum pt gadungan. Thanks",5,positif
"Terimakasih jobstreet,karena jobstreet saya tidak menjadi beban ortu",5,positif
Sangat membantu informasinya meskipun sy blm mendapatkan job sesuai spek yg kami miliki,5,positif
Banyak penipu,2,negatif
"Tolong Laporan dari kita ditindak lanjuti, karena sekarang banyak modus perusahaan seperti pt visi cipta media, mereka cari pekerja account executive freelance ternyata hanya mencuri data client yang kita cari lalu diam2 perusahaan tsb berhubungan proyek tanpa sepengetahuan kita. Modus begitu merugikan kita sebagai pencari kerja di jobstreet. Sekali dipakai kami dibuang apalagi tidak ada gaji bulanan hanya komisi.",1,negatif
Sangat bagus untuk pencari tenaga kerja,5,positif
Banyak loker hoax,1,negatif
"sudah aply dari banyak perusahaan tapi satupun tidak ada yang dilihat bahkan direspon, sekali direspon itupun perusahaan bodong #INDONESIACEMAS2024",1,negatif
Ok,5,positif
"Tolong di perketat keamanan nya banyak PT penipuan yang masuk ke Jobstreet, Dengan iming"" Admin seragam dll 1,7jt nama PT focus global logistik, alamat nya Jl. Raya Bekasi No.36, RT.10/RW.1, Ujung Menteng, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13960* Awas penipuan!",1,negatif
Kebanyakan yg panggil itu perusahan yg ga jls interview nyah D ruko ruko,2,negatif
Cukup membantu untuk mencari Loker.,5,positif
Respon admin cepat bila aplikasi bermasalah terimakasih,5,positif
Saya heran puluhan kali melamar via jobstreet tapi gak ada satupun ditelpon ataupun yg nyangkut padahal saya lamar sesuai kualifikasi saya saja gak yang aneh aneh. Di aplikasi lain cukup beberapa kali langsung ada panggilan. Aneh aplikasi ini.,2,negatif
"Hati ² banyak lowongan palsu alias penipuan, banyak perusahaan yg bodong juga, Hati² dengan data diri kalian",1,negatif
"Aplikasinya keren, semua perusahaan ada dan mudah untuk kirim lamaran, namun sayang tidak satupun perusahaan yang kontak saya..jadi saya kasih bintang lima ,krena luar biasa",5,positif
Sekarang di Jobstreet banyak banget perusahaan bodong/PENIPUAN dengan mencantumkan perusahaan anonim. Setelah dapat undangan interview dan di cek alamatnya lewat google ternyata kantor tersebut merupakan kantor penipuan. Mohon di sortir lebih baik lagi agar tidak ada masyarakat atau pencari kerja yang tertipu.,2,negatif
Aplikasi kurang bermanfaat,1,negatif
"Aplikasi anj*ng, nyebarin data sembarangan. sering masuk Wa dr nomor2 gk jelas, katanya dpt data dr sini .. sengaja kasi bintang 5 biar dibaca ama developer anj*ng",5,positif
"Banyak oknum yg memanfaatkan aplikasi jobstreet untuk kepentingan pribadi, saya panggilan interview tp di minta uang 1,7 jt",1,negatif
Good,5,positif
banyak perusahaan bodong,1,negatif
"Saya berkali kali dapat kerjaan lewat Aplikasi ini, sesuai salary yang saya harapkan. Saya lulusan S1 dan masih kuliah S2, kursus beberapa bahasa Asing, kursus Pajak, Kursus Akuntansi, Kursus Networking, kursus komputer. Semua yang dibutuhkan perusahaan saya bisa. Terimakasih Jobstreet...Sukses selalu dan semoga TETAP JAYA UNTUK JOBSTREET...",5,positif
Sangat membantu sekali & sangat relevan sekali terima kasih 🙏🏻🙏🏻,5,positif
Sangat membantu,5,positif
"Lokernya sih emang banyak, tapi dari ratusan lamaran yg udh sya apply, ga ada satu pun yg respon dri pihak hrd nya. Tapi sya coba dri apk lain ternyata sya dapat panggilan, skrg sya sudah bekerja. Apakah ini apk sungguhan buat pencari kerja? Atau cuma mencari downloader apk saja??",1,negatif
Bagus sekali,5,positif
Ga bisa di buka aplikasinya....,1,negatif
BANYAK LOKER PENIPUAN MENGATASNAMAKAN PERUSAHAAN BESAR. SELEKSI LAH YANG BENAR DAN KETAT HAI JOBSTREET.. BANYAK PANGGILAN UJUNG2NYA TES DI RUKO.,1,negatif
Not a al Qaeda,1,negatif
No koment aza Dech,1,negatif
"Honestly, at first I was excited about this application But unfortunately, after many times, we actually get scammers from people who claim to be companies looking for workers I think this application is very unsafe, it does not protect the user. It's so easy for fraudsters to impersonate labor recruitment companies and manipulate prospective employees",1,negatif
Apk bagus dan bermanfaat untuk pencari kerja,4,positif
Mau ngasih bintang 1 karena membocorkan nomor WhatsApp saya ke nmr yang tidak dikenal(penipu). Penipu ini berkedok loker d egan iming2 gaji ga masuk akal,1,negatif
"Pengguna jobstreet sejak th 2019 banyak panggilan dari sini, sekarang kenapa jarang banget dipanggil buat interview. Dan kebanyakan perusahaan penipuan yang menawarkan kerja like sosmed artis² gitu dah 😾",1,negatif
Tolong tambahkan filter lama pengalama kerja,5,positif
"Bagus, tapi kok saya tidak dapat panggilan satu pun ya, padahal udh lamar banyak perusahaan, ditambah saya sudah masuk kualifikasi perusahaan, malah yg sering dapet email lowongan telah ditutup terus",5,positif
Sangat membantu saya,5,positif
Saya sudah bekerja 5 thn sebagai driver,5,positif
"Gara gara Aplikasi ini,data pribadi,nomr hp kesebar bnyk bnget perusahan bodong yg masuk.",1,negatif
aplikasi penipu,1,negatif
kebanyakan calo masa di mintain duit pas Dateng interview duit 10k juga di minta,1,negatif
nice 👏,5,positif
"banyak perusahaan bodong ada panggilan interview didaerah jakarta raya 3 perusahaan berbeda dengan 1 lokasi yang sama aneh, blum pernah ada yang pure resmi dri perusahaan dapet panggilan",4,positif
INOVATIF,5,positif
Salam luckin News,1,negatif
Sangat membantu dalam mencari peluang2 kerja,5,positif
"Tolong buatkan filter dihalaman applied agar viaa mengurutkan dari status yg terupdate. Trims, klo sudah saya beri bintang 5 hehe",4,positif
Mantap pp,5,positif
"Sangat membantu, mantap 👍🏼👍🏼👍🏼",5,positif
"Pengiklan Anonim di blok saja kebanyakan nipu kok bisa sekelas jobstreet menginklankan perusahaan yg kantor dan pt nya gak jelas, kasihyg banyak jadi korban coba lebih selektif lg menerima info loker yg untuk di sebar, jangan asal masukin info loker yg gak jelas",1,negatif
periksa lagi PT nyaa yang terdaftar.. semua panggilan interview via WA isi nyaa PT bodong semua.. dateng² disuruh bayar untuk kerjaa.. Interview nyaa di ruko.. periksa lagi dahh PT yang yang merekrut pekerjaan.. di Tiktok pun bangak yang mengeluh soal panggilan interview dari jobstreet.. ini Aplikasi harapan para pencari pekerja lohh.. gitu ajaa sihh,1,negatif
