content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average
"Saya tidak bisa login, kenapa ya sedikit kecewa",login ya kecewa,negatif,negatif,negatif,negatif,negatif
"Sering banget di hubungin lewat wa. Pdhal ga prnah apply juga ke perusahaan tsb. Padahal udah di apus akun nya juga, tapi masih aja di wa, GANGGU! Mohon tingkatkan lagi keamanan nya. Makasih",banget hubungin wa pdhal ga prnah apply usaha tsb udah apus akun nya aja wa ganggu mohon tingkat aman nya makasih,negatif,negatif,negatif,negatif,negatif
susah banget untuk log.in . . Applikasi Ribet .,susah banget login applikasi ribet,negatif,negatif,negatif,negatif,negatif
Semua lamaran kadaluwarsa Gak ada 1 pun panggilan,lamar kadaluwarsa gak 1 panggil,negatif,negatif,negatif,negatif,negatif
Keluar sendiri dan tidak bisa log in lagi,log in,negatif,negatif,negatif,negatif,negatif
kenapa aplikasi jobstreet saya pas mau login gabisa masuk tolong diperbaiki lagi min terimakasih.,aplikasi jobstreet pas login gabisa masuk tolong baik min terimakasih,negatif,negatif,negatif,negatif,negatif
Niat cari kerja malah jadi banyak spam ke nomber WA nomber pribadi bocor bisa di akses oleh orang yang tidak tau diri !!!!!!,niat cari kerja spam nomber wa nomber pribadi bocor akses orang tau,negatif,negatif,negatif,negatif,negatif
Aplikasi bug,aplikasi bug,negatif,negatif,negatif,negatif,negatif
Kenapa saya mau login lagi malah gk bisa masuk? Ditunggui berjam jam sama aja?,login gk masuk tunggu jam jam aja,negatif,negatif,negatif,negatif,negatif
"Sering log out dan tidak bisa login kembali padahal semua email sama sandi sudah oke, seperti ketahan bahkan sampai beberapa jam dan ujung ujungnya pasti log out kembali. Parahhhh.",log out login email sandi oke tahan jam ujung ujung log out parahhhh,negatif,negatif,negatif,negatif,negatif
"aplikasi sampah ga guna ga ada manfaat spam doang di gmail, banyak penipuanya",aplikasi sampah ga ga manfaat spam doang gmail penipuanya,negatif,negatif,negatif,negatif,negatif
Still lag and many bug,still lag and many bug,negatif,negatif,negatif,negatif,negatif
Gk bisa sign ini,gk sign,negatif,negatif,negatif,negatif,negatif
"kenapa aplikasi jobstreet saya tidak bisa di buka, paswaord dan email udh benar",aplikasi jobstreet buka paswaord email udh,positif,negatif,negatif,positif,negatif
Lemot banget. Padahal jaringan sinyal bagus. Tapi loading terus,lot banget jaring sinyal bagus loading,negatif,negatif,negatif,negatif,negatif
Cari kerja lebih mudah,cari kerja mudah,positif,positif,positif,positif,positif
Tolol,tolol,negatif,negatif,negatif,negatif,positif
Setelah di update ko gak bisa masuk ke menu jobstreet. Malah ke websitenya padahal buka di apk nya,update ko gak masuk menu jobstreet websitenya buka apk nya,negatif,negatif,negatif,negatif,negatif
Sangat terbantu utk mendapatkan pekerjaan yang sesuai,bantu utk kerja sesuai,positif,positif,positif,positif,positif
Xxxxxcari makan minum 💸💰🙅 mmmmxaaa Condet Jakarta timur tempat hati maling,xxxxxcari makan minum mmmmxaaa condet jakarta timur hati maling,positif,positif,negatif,positif,positif
"Setelah di update kenapa mala tidak bisa login? Padahal sudah punya akun juga,susah untuk login?mohon informasi untuk di jelaskan atau bagaimana saya melaporkan kejadian ini, sehingga bisa di perbaiki dan berfungsi lagi dengan baik,karena dari 2017 sudah senantiasa menggunakan jobstreet lowongan terpercaya dan jitu,mohon bantuannya, trimakasih banyak",update mala login akun jugasusah loginmohon informasi lapor jadi baik fungsi baikkarena 2017 senantiasa jobstreet lowong percaya jitumohon bantu trimakasih,negatif,negatif,positif,negatif,positif
"aplikasinya bagus, cuman akhir akhir ini saya gabisa login ke akun saya",aplikasi bagus cuman gabisa login akun,positif,negatif,negatif,positif,negatif
"Lagi serius""nya cari kerja aplikasi jobstreet ini malah bermasalah, tiba"" Log out dan pas mau masuk lagi malah gak bisa, udah di update dikosongkan chache nya tapi gak ada hasilnya juga, nihil... padahal selalu ngandelin aplikasi ini karena banyak loker yang bagus dan sesuai dengan saya Tolong di perbaiki lagi aplikasinya semoga bisa dipergunakan seperti biasanya",serius cari kerja aplikasi jobstreet masalah log out pas masuk gak udah update kosong chache nya gak hasil nihil ngandelin aplikasi loker bagus sesuai tolong baik aplikasi moga,negatif,negatif,negatif,negatif,negatif
Sangat bermanfaat dalam meniti karir,manfaat titi karir,positif,positif,positif,positif,positif
kurang tahu cara pemakaian nya gimana gak ngerti gimana cara nya?😣,pakai nya gimana gak ngerti gimana nya,negatif,negatif,negatif,negatif,negatif
"Dr awal buat akun aja udh bermasalah, pdhal saya udh bolak balik sampe masukin beberapa email utk daftar, dih. Lagian pas baca komen2 disana juga pda gimana ya hahaha skip lah mending ke aok sebelah",dr akun aja udh masalah pdhal udh bolak sampe masukin email utk daftar dih pas baca komen2 sana pda gimana ya hahaha skip mending aok belah,negatif,negatif,negatif,negatif,negatif
I like,i like,positif,positif,positif,positif,positif
Udah login ga bisa langkah selanjutnya di tap tap jg ga bisa,udah login ga langkah tap tap jg ga,negatif,negatif,negatif,negatif,negatif
"knp apl saya tiba"" keluar dan tak bisa masuk lgi,,, udah seminggu lebih kyk gini,,,,tolong info nya,,",knp apl masuk lgi udah minggu kyk ginitolong info nya,negatif,negatif,negatif,negatif,negatif
Good,good,positif,positif,positif,positif,positif
Ini kenapa pas update jadi gk bisa login.. tolong perbaiki donk min,pas update gk login tolong baik donk min,negatif,negatif,negatif,negatif,negatif
Kenapa skrg setelah di update malah auto log out mohon untuk di perbaiki lagi,skrg update auto log out mohon baik,negatif,negatif,negatif,negatif,negatif
Di perbarui malah ga guna. Bukannya bagus malah ga bisa login,baru ga bagus ga login,negatif,negatif,negatif,negatif,negatif
Sangat membantu utk para pencari kerja,bantu utk cari kerja,positif,positif,positif,positif,positif
"Saya punya kendala, kenapa app ini tidak beroperasi di HP saya. Padahal saya sudah regristrasi. Tetap aja tidak Bisa masuk, why?",kendala app operasi hp regristrasi aja masuk why,positif,negatif,negatif,positif,negatif
Saya kenapa gak bisa buka ini,gak buka,positif,negatif,negatif,negatif,negatif
bagus tp bug,bagus tp bug,positif,negatif,negatif,positif,negatif
Aplikasi cacat,aplikasi cacat,negatif,negatif,negatif,negatif,negatif
Setelah update jdi ga bisa login aneh,update jdi ga login aneh,negatif,negatif,negatif,negatif,negatif
Ga bisa login,ga login,negatif,negatif,negatif,negatif,negatif
Sangat membantu dalam mencari lowongan yg sesuai dengan latar belakang prngalaman,bantu cari lowong yg sesuai latar prngalaman,positif,positif,positif,positif,positif
"Tutup aja aplikasinya kalo gini terus. Diupdate bukannya bikin tambah mudah malah makin nyusahin pengguna. Apply gabisa, tiap buka kudu log in dulu. Tutup aja biar perusahaan-perusahaan sharing loker lewat aplikasi sebelah yg lebih mudah. Heran",tutup aja aplikasi kalo gin diupdate bikin mudah nyusahin guna apply gabisa buka kudu log in tutup aja biar perusahaanperusahaan sharing loker aplikasi belah yg mudah heran,negatif,negatif,negatif,negatif,negatif
Tidak bisa login! Berkali kali coba tetap saja hasilnya nihil. Mohon diperbaiki lagi. Saya kecewa!,login kali kali coba hasil nihil mohon baik kecewa,negatif,negatif,negatif,negatif,positif
Apaan udah daftar email masih gk bisa masuk kocak bet!!,udah daftar email gk masuk kocak bet,negatif,negatif,negatif,negatif,negatif
sekarang masuk akun dipersulit,masuk akun sulit,negatif,negatif,negatif,negatif,negatif
Mencari kerja,cari kerja,positif,positif,positif,positif,positif
"Cannot login on android 15, HyperOS 2",can not login on android 15 hyperos 2,negatif,negatif,negatif,negatif,negatif
"Dr awal make ini ga pernah tuh ada loker yg tembus buat panggilan tes, tp kalo dr email dan web perusahaan masuk. Sebenernya masukin lokernya beneran ga si?🙄",dr make ga tuh loker yg tembus panggil tes tp kalo dr email web usaha masuk sebenernya masukin lokernya beneran ga si,negatif,negatif,negatif,negatif,negatif
"Stelah diupdate, sekarang udah masukin email dan password benar gak mau login,udah berulang kali diminta login email dan pasword trus,,jsutru skrang sulit sekali bukan memleemudah🙏 mohon perbaikannya min karena sebenarnya sangat membantu🙏",stelah diupdate udah masukin email password gak loginudah ulang kali login email pasword trusjsutru skrang sulit memleemudah mohon baik min bantu,negatif,negatif,negatif,negatif,negatif
"Jobstreet ini kenapa ya, saya tidak bisa login terus ke akun saya?",jobstreet ya login akun,negatif,negatif,negatif,negatif,negatif
"Tidak pernah mendapatkan panggilan kerja dari jobstreet,padahal sudah menggunakan lebih dari 10 tahun, interview aja gak pernah",panggil kerja jobstreetpadahal 10 interview aja gak,negatif,negatif,negatif,negatif,negatif
Kenapa ya padahal udh daftar terus udah ke daftar masa suruh login terus,ya udh daftar udah daftar suruh login,negatif,negatif,negatif,negatif,negatif
Susah banget bikin akun aplikasi ini loading mulu,susah banget bikin akun aplikasi loading mulu,negatif,negatif,negatif,negatif,negatif
di website sering kesalahan teknis ketika ingin ngelamar oke saya download aplikasinya kalo sama sip saya cari yang lain,website salah teknis ngelamar oke download aplikasi kalo sip cari,negatif,negatif,negatif,negatif,negatif
Terimakasih jobstreet aplikasi pencari kerja,terimakasih jobstreet aplikasi cari kerja,positif,positif,positif,positif,positif
"Terimakasih jobstreet, 1 bulan ini sya menggunakan aplikasi ini alhamdulillah mendapatkan pekerjaan sesui dengan kualifikasi yg d miliki",terimakasih jobstreet 1 sya aplikasi alhamdulillah kerja sesui kualifikasi yg d milik,positif,positif,positif,positif,positif
aplikasi ga jelas tiba tiba log out udh login beberapa kali via google dan id pw malah loading nya lama ga bisa masuk tolong dong,aplikasi ga log out udh login kali via google id pw loading nya ga masuk tolong,negatif,negatif,negatif,negatif,negatif
setelah update akun saya ke logout sendiri dan tidak bisa login kembali hnaya stuk loading dan aplikasi crash keluar sendiri,update akun logout login hnaya stuk loading aplikasi crash,negatif,negatif,negatif,negatif,negatif
Makin di update makin gak jelas.,update gak,negatif,negatif,negatif,negatif,negatif
"Hallo jobstreet : sedang dalam perbaikan aplikasi kah? Kenapa saya tidak dapat login tolong direspon ya, 🙏🏽",hallo jobstreet baik aplikasi kah login tolong direspon ya,positif,negatif,negatif,positif,negatif
Ga bisa login.,ga login,negatif,negatif,negatif,negatif,negatif
Terima kasih yah waktu saya sudah terbuang mengikuti aplikasi ini yg datang panggilan penipu smua,terima kasih yah buang ikut aplikasi yg panggil tipu smua,negatif,negatif,negatif,negatif,negatif
Good,good,positif,positif,positif,positif,positif
kenapa gak bisa login ya?,gak login ya,negatif,negatif,negatif,negatif,negatif
Ngebug apk nya bang Sering nyantol pas mau apply lowongan Tolong diperbaiki Terima kasih,ngebug apk nya bang nyantol pas apply lowong tolong baik terima kasih,positif,positif,negatif,positif,positif
Ko aneh ya... Aplikasinya.. Padahal pasword dan email sudah bener kenapa disuruh masuk berkali kali tolong dibantu,ko aneh ya aplikasi pasword email bener suruh masuk kali kali tolong bantu,positif,negatif,negatif,positif,negatif
"Gak bisa login, setelah memasukan email dan pasword, klik cotinue cuman tidak ada respon",gak login pasu email pasword klik cotinue cuman respon,positif,negatif,negatif,positif,negatif
"Akun tidak bisa masuk di arah kan ke web terus gunanya aplikasi apa, masalah apload CV susah sekali masih enak yang dulu tidak ribet",akun masuk arah web guna aplikasi apload cv susah enak ribet,negatif,negatif,negatif,negatif,negatif
Sangat bermanfaat,manfaat,positif,positif,positif,positif,positif
Sangat membantu,bantu,positif,positif,positif,positif,positif
Gajelas jir gabisa upload resume tolong dong secepatnya di perbaiki!,gajelas jir gabisa upload resume tolong cepat baik,negatif,negatif,negatif,negatif,negatif
"ini aplikasi kenapa tiba"" keluar dan mau masuk.akun selalu loading gak bisa lagi",aplikasi masukakun loading gak,negatif,negatif,negatif,negatif,negatif
"Aplikasi gak jelas udah punya akun tiba tiba ngilang sendirinya, mau komplain susah banget suruh masuk masuk terus..",aplikasi gak udah akun ngilang komplain susah banget suruh masuk masuk,negatif,negatif,negatif,negatif,negatif
"Setelah di update Aplikasinya jadi under, gabisa login udah dicoba berkali-kali tetep aja gamasukmasuk, versi aplikasi jobstreet 14.34.0 versi android funtouchOS_10 Perlu di uninstall jangan digunakan lagi, masalah seperti ini aja tidak sigap untuk diperbaiki gimana rating mau bagus",update aplikasi under gabisa login udah coba berkalikali tetep aja gamasukmasuk versi aplikasi jobstreet 14340 versi android funtouchos10 uninstall aja sigap baik gimana rating bagus,negatif,negatif,negatif,negatif,negatif
Ko tiba tiba keluar ya ? Dan susah masuk lagi ga jelas banget aplikasinya,ko ya susah masuk ga banget aplikasi,negatif,negatif,negatif,negatif,negatif
"Sudah lebih dari 2 minggu aplikasi jobstreet saya tidak bisa di buka. Sudah di dm akun jobstreet, di email juga tapi tidak membantu sama sekali. Sampai hari ini masuh belum bisa",2 minggu aplikasi jobstreet buka dm akun jobstreet email bantu masuh,negatif,negatif,negatif,negatif,negatif
"Terimakasih Jobstreet, dengan aplikasi ini mempermudah dalam mencari pekerjaan. Sukses terus buat JOBSTREET.",terimakasih jobstreet aplikasi mudah cari kerja sukses jobstreet,positif,positif,positif,positif,positif
"Ga bermutu cuma nyampah di email doang! Pas dilamar di aplikasinya tiba-tiba lowongan kedaluwarsa, ga cocok buat yg serius cari kerja",ga mutu nyampah email doang pas lamar aplikasi tibatiba lowong kedaluwarsa ga cocok yg serius cari kerja,negatif,negatif,negatif,negatif,negatif
Sangat bermanfaat membantu mencari kerja,manfaat bantu cari kerja,positif,positif,positif,positif,positif
Cukup membantu utk cari info kerjaan,bantu utk cari info kerja,positif,positif,positif,positif,positif
"Tolong dong jobbstreeet loker yg disediakan di filter dulu, saya sudah 3x kena loker yg bodong di aplikasi ini.. Dan dr sekian bnyk lamaran yg saya kasi ga 1 pun keterima... Sekali keterima perushaan yg ga ada wujudnya.. D pangil interview d ruko2 d palak uang di paksa ttd d matrai 😑",tolong jobbstreeet loker yg sedia filter 3x kena loker yg bodong aplikasi dr sekian bnyk lamar yg kasi ga 1 terima terima perushaan yg ga wujud d pangil interview d ruko2 d palak uang paksa ttd d matra,negatif,negatif,negatif,negatif,negatif
"Kenapa kalau pakai android gk bisa login padahal username & password udh bener semua, udh login pakai akun google juga sama, perasaan kemarin2 aman aja :)",pakai android gk login username password udh bener udh login pakai akun google asa kemarin2 aman aja,negatif,negatif,negatif,negatif,negatif
"Aplikasi katro, mau login aja susah",aplikasi katro login aja susah,negatif,negatif,negatif,negatif,negatif
"Gak bisa login,mentok di ""berikutnya"" sudah beberapa hari ini begitu terus.mau apply susah jadinya.",gak loginmentok terusmau apply susah,negatif,negatif,negatif,negatif,negatif
"Saya sudah email ke email yang bisa mengatasi kendala saya saat tidak bisa log in di aplikasi jobstreet namun tetap saja sudah diikuti langkah2nya tetap juga tidak bisa log in , sangat mengecewakan setelah di upgrade bukannya makin baik tapi ini malah buat tidak bisa log in di akun nya . Better tidak usah di upgrade jika tidak memudahkan pengguna",email email atas kendala log in aplikasi jobstreet ikut langkah2nya log in kecewa upgrade log in akun nya better upgrade mudah guna,negatif,negatif,negatif,negatif,negatif
susah masuk aplikasi,susah masuk aplikasi,negatif,negatif,negatif,negatif,negatif
"Udah seminggu masih trouble, enggak ada niatan buat perbaikan kah?",udah minggu trouble niat baik kah,negatif,negatif,negatif,negatif,negatif
Kenapa ketika hendak login selalu gagal?,login gagal,negatif,negatif,negatif,negatif,negatif
Baru mau coba semoga ada yg cocok dan tipu2/palsu,coba moga yg cocok tipu2palsu,positif,positif,positif,positif,positif
